Date,BRL_spot_FX_rate,Date,Current_account,Date,Trade_balance,Date,Implied_rate,Date,REER,Date,MOV_AVG_200D,Date,MOV_AVG_50D
2/24/98,1.129,,,,,,,8/29/97,105.26,2/24/98,1.0984,2/24/98,1.1208
2/23/98,1.129,,,,,,,8/28/97,105.01,2/23/98,1.0981,2/23/98,1.1204
2/20/98,1.1291,,,,,,,8/27/97,105.26,2/20/98,1.0978,2/20/98,1.1201
2/19/98,1.1288,,,,,,,8/26/97,104.87,2/19/98,1.0975,2/19/98,1.1199
2/18/98,1.1282,,,,,,,8/25/97,105.27,2/18/98,1.0972,2/18/98,1.1196
2/17/98,1.128,,,,,,,8/22/97,105.06,2/17/98,1.0969,2/17/98,1.1193
2/16/98,1.127,,,,,,,8/21/97,105.88,2/16/98,1.0966,2/16/98,1.1189
2/13/98,1.1272,,,,,,,8/20/97,106.14,2/13/98,1.0963,2/13/98,1.1186
2/12/98,1.1264,,,,,,,8/19/97,105.85,2/12/98,1.096,2/12/98,1.1183
2/11/98,1.1261,,,,,,,8/18/97,105.7,2/11/98,1.0957,2/11/98,1.118
2/10/98,1.126,,,,,,,8/15/97,105.67,2/10/98,1.0953,2/10/98,1.1177
2/9/98,1.1251,,,,,,,8/14/97,106.24,2/9/98,1.095,2/9/98,1.1173
2/6/98,1.125,,,,,,,8/13/97,105.96,2/6/98,1.0947,2/6/98,1.117
2/5/98,1.1236,,,,,,,8/12/97,106.5,2/5/98,1.0944,2/5/98,1.1167
2/4/98,1.1237,,,,,,,8/11/97,106.27,2/4/98,1.0941,2/4/98,1.1164
2/3/98,1.124,,,,,,,8/8/97,106.14,2/3/98,1.0938,2/3/98,1.1161
2/2/98,1.1232,,,,,,,8/7/97,106.68,2/2/98,1.0935,2/2/98,1.1158
1/30/98,1.1234,,,,,,,8/6/97,106.94,1/30/98,1.0932,1/30/98,1.1156
1/29/98,1.1228,,,,,,,8/5/97,106.95,1/29/98,1.0929,1/29/98,1.1153
1/28/98,1.1223,,,,,,,8/4/97,106.78,1/28/98,1.0926,1/28/98,1.115
1/27/98,1.122,,,,,,,8/1/97,106.77,1/27/98,1.0923,1/27/98,1.1147
1/26/98,1.1212,,,,,,,7/31/97,106.43,1/26/98,1.092,1/26/98,1.1144
1/23/98,1.121,,,,,,,7/30/97,106.38,1/23/98,1.0917,1/23/98,1.1141
1/22/98,1.12,,,,,,,7/29/97,106.29,1/22/98,1.0914,1/22/98,1.1138
1/21/98,1.1203,,,,,,,7/28/97,106.56,1/21/98,1.0911,1/21/98,1.1135
1/20/98,1.1201,,,,,,,7/25/97,106.3,1/20/98,1.0908,1/20/98,1.1132
1/19/98,1.1196,,,,,,,7/24/97,106.18,1/19/98,1.0905,1/19/98,1.1129
1/16/98,1.1201,,,,,,,7/23/97,106.04,1/16/98,1.0902,1/16/98,1.1126
1/15/98,1.1204,,,,,,,7/22/97,106.01,1/15/98,1.0899,1/15/98,1.1124
1/14/98,1.1184,,,,,,,7/21/97,105.76,1/14/98,1.0896,1/14/98,1.1121
1/13/98,1.1182,,,,,,,7/18/97,105.65,1/13/98,1.0893,1/13/98,1.1118
1/12/98,1.1188,,,,,,,7/17/97,105.74,1/12/98,1.089,1/12/98,1.1115
1/9/98,1.118,,,,,,,7/16/97,105.92,1/9/98,1.0887,1/9/98,1.1112
1/8/98,1.1175,,,,,,,7/15/97,105.88,1/8/98,1.0884,1/8/98,1.1109
1/7/98,1.1171,,,,,,,7/14/97,105.51,1/7/98,1.0881,1/7/98,1.1107
1/6/98,1.1161,,,,,,,7/11/97,105.16,1/6/98,1.0879,1/6/98,1.1104
1/5/98,1.116,,,,,,,7/10/97,104.92,1/5/98,1.0876,1/5/98,1.1102
1/2/98,1.1161,,,,,,,7/9/97,105.02,1/2/98,1.0873,1/2/98,1.1099
1/1/98,1.116,,,,,,,7/8/97,105.04,1/1/98,1.087,1/1/98,1.1096
12/31/97,1.116,,,,,,,7/7/97,105.01,12/31/97,1.0867,12/31/97,1.1093
12/30/97,1.1161,,,,,,,7/3/97,105.03,12/30/97,1.0864,12/30/97,1.109
12/29/97,1.1154,,,,,,,7/2/97,105.38,12/29/97,1.0862,12/29/97,1.1086
12/26/97,1.1148,,,,,,,7/1/97,105.1,12/26/97,1.0859,12/26/97,1.1083
12/25/97,1.1146,,,,,,,6/30/97,105.1,12/25/97,1.0856,12/25/97,1.108
12/24/97,1.1146,,,,,,,6/27/97,104.98,12/24/97,1.0853,12/24/97,1.1077
12/23/97,1.1144,,,,,,,6/26/97,104.8,12/23/97,1.0851,12/23/97,1.1074
12/22/97,1.1147,,,,,,,6/25/97,104.79,12/22/97,1.0848,12/22/97,1.1071
12/19/97,1.1144,,,,,,,6/24/97,104.86,12/19/97,1.0845,12/19/97,1.1068
12/18/97,1.114,,,,,,,6/23/97,104.74,12/18/97,1.0842,12/18/97,1.1064
12/17/97,1.1138,,,,,,,6/20/97,104.76,12/17/97,1.0839,12/17/97,1.1061
12/16/97,1.113,,,,,,,6/19/97,104.89,12/16/97,1.0836,12/16/97,1.1058
12/15/97,1.1138,,,,,,,6/18/97,105.03,12/15/97,1.0833,12/15/97,1.1055
12/12/97,1.1158,,,,,,,6/17/97,105.09,12/12/97,1.083,12/12/97,1.1051
12/11/97,1.1155,,,,,,,6/16/97,105.11,12/11/97,1.0827,12/11/97,1.1047
12/10/97,1.1124,,,,,,,6/13/97,105.27,12/10/97,1.0824,12/10/97,1.1044
12/9/97,1.1114,,,,,,,6/12/97,105.05,12/9/97,1.0821,12/9/97,1.104
12/8/97,1.1115,,,,,,,6/11/97,104.81,12/8/97,1.0818,12/8/97,1.1037
12/5/97,1.1101,,,,,,,6/10/97,104.98,12/5/97,1.0815,12/5/97,1.1034
12/4/97,1.1102,,,,,,,6/9/97,104.79,12/4/97,1.0812,12/4/97,1.1031
12/3/97,1.11,,,,,,,6/6/97,105.27,12/3/97,1.0809,12/3/97,1.1028
12/2/97,1.1092,,,,,,,6/5/97,105.21,12/2/97,1.0806,12/2/97,1.1025
12/1/97,1.1092,,,,,,,6/4/97,105.23,12/1/97,1.0803,12/1/97,1.1022
11/28/97,1.1095,,,,,,,6/3/97,105.26,11/28/97,1.08,11/28/97,1.1019
11/27/97,1.1086,,,,,,,6/2/97,105.36,11/27/97,1.0797,11/27/97,1.1016
11/26/97,1.11,,,,,,,5/30/97,105.09,11/26/97,1.0794,11/26/97,1.1013
11/25/97,1.1101,,,,,,,5/29/97,104.56,11/25/97,1.0791,11/25/97,1.101
11/24/97,1.1092,,,,,,,5/28/97,104.47,11/24/97,1.0788,11/24/97,1.1007
11/21/97,1.1088,,,,,,,5/27/97,104.68,11/21/97,1.0785,11/21/97,1.1003
11/20/97,1.1079,,,,,,,5/23/97,104.49,11/20/97,1.0782,11/20/97,1.1
11/19/97,1.1077,,,,,,,5/22/97,104.66,11/19/97,1.0779,11/19/97,1.0997
11/18/97,1.1063,,,,,,,5/21/97,104.48,11/18/97,1.0776,11/18/97,1.0993
11/17/97,1.1064,,,,,,,5/20/97,104.59,11/17/97,1.0773,11/17/97,1.099
11/14/97,1.1078,,,,,,,5/19/97,105.07,11/14/97,1.077,11/14/97,1.0987
11/13/97,1.1064,,,,,,,5/16/97,104.8,11/13/97,1.0767,11/13/97,1.0984
11/12/97,1.106,,,,,,,5/15/97,104.92,11/12/97,1.0764,11/12/97,1.0981
11/11/97,1.1046,,,,,,,5/14/97,105.11,11/11/97,1.0761,11/11/97,1.0979
11/10/97,1.1049,,,,,,,5/13/97,105.12,11/10/97,1.0758,11/10/97,1.0976
11/7/97,1.1079,,,,,,,5/12/97,105.24,11/7/97,1.0755,11/7/97,1.0973
11/6/97,1.1065,,,,,,,5/9/97,105.36,11/6/97,1.0752,11/6/97,1.097
11/5/97,1.1037,,,,,,,5/8/97,105.85,11/5/97,1.0749,11/5/97,1.0967
11/4/97,1.1037,,,,,,,5/7/97,106.13,11/4/97,1.0746,11/4/97,1.0965
11/3/97,1.1026,,,,,,,5/6/97,106.2,11/3/97,1.0743,11/3/97,1.0963
10/31/97,1.1027,,,,,,,5/5/97,106.52,10/31/97,1.074,10/31/97,1.096
10/30/97,1.1059,,,,,,,5/2/97,106.39,10/30/97,1.0737,10/30/97,1.0958
10/29/97,1.102,,,,,,,5/1/97,106.37,10/29/97,1.0734,10/29/97,1.0955
10/28/97,1.106,,,,,,,4/30/97,106.59,10/28/97,1.0731,10/28/97,1.0952
10/27/97,1.1024,,,,,,,4/29/97,106.5,10/27/97,1.0728,10/27/97,1.0949
10/24/97,1.1008,,,,,,,4/28/97,106.53,10/24/97,1.0725,10/24/97,1.0946
10/23/97,1.1005,,,,,,,4/25/97,106.47,10/23/97,1.0722,10/23/97,1.0944
10/22/97,1.1004,,,,,,,4/24/97,106.25,10/22/97,1.0719,10/22/97,1.0941
10/21/97,1.1,,,,,,,4/23/97,106.18,10/21/97,1.0716,10/21/97,1.0938
10/20/97,1.0999,,,,,,,4/22/97,106.21,10/20/97,1.0713,10/20/97,1.0935
10/17/97,1.0995,,,,,,,4/21/97,106.04,10/17/97,1.0711,10/17/97,1.0932
10/16/97,1.0992,,,,,,,4/18/97,106.19,10/16/97,1.0708,10/16/97,1.0929
10/15/97,1.099,,,,,,,4/17/97,106.43,10/15/97,1.0705,10/15/97,1.0926
10/14/97,1.0984,,,,,,,4/16/97,106.51,10/14/97,1.0702,10/14/97,1.0923
10/13/97,1.0981,,,,,,,4/15/97,106.69,10/13/97,1.0699,10/13/97,1.0921
10/10/97,1.0981,,,,,,,4/14/97,106.54,10/10/97,1.0696,10/10/97,1.0918
10/9/97,1.0978,,,,,,,4/11/97,106.55,10/9/97,1.0693,10/9/97,1.0914
10/8/97,1.0975,,,,,,,4/10/97,106.5,10/8/97,1.069,10/8/97,1.0912
10/7/97,1.0973,,,,,,,4/9/97,106.64,10/7/97,1.0687,10/7/97,1.0909
10/6/97,1.097,,,,,,,4/8/97,106.35,10/6/97,1.0684,10/6/97,1.0906
10/3/97,1.0967,,,,,,,4/7/97,106.25,10/3/97,1.0681,10/3/97,1.0903
10/2/97,1.0964,,,,,,,4/4/97,105.62,10/2/97,1.0678,10/2/97,1.09
10/1/97,1.0963,,,,,,,4/3/97,105.39,10/1/97,1.0676,10/1/97,1.0897
9/30/97,1.096,,,,,,,4/2/97,105.28,9/30/97,1.0673,9/30/97,1.0894
9/29/97,1.0956,,,,,,,4/1/97,105.23,9/29/97,1.067,9/29/97,1.0891
9/26/97,1.0957,,,,,,,3/31/97,105.17,9/26/97,1.0667,9/26/97,1.0888
9/25/97,1.0951,,,,,,,3/28/97,105.34,9/25/97,1.0664,9/25/97,1.0885
9/24/97,1.095,,,,,,,3/27/97,105.29,9/24/97,1.0661,9/24/97,1.0882
9/23/97,1.0948,,,,,,,3/26/97,105.32,9/23/97,1.0658,9/23/97,1.088
9/22/97,1.0945,,,,,,,3/25/97,105.3,9/22/97,1.0656,9/22/97,1.0877
9/19/97,1.0938,,,,,,,3/24/97,105.09,9/19/97,1.0653,9/19/97,1.0874
9/18/97,1.0937,,,,,,,3/21/97,105.07,9/18/97,1.065,9/18/97,1.0871
9/17/97,1.0934,,,,,,,3/20/97,105.2,9/17/97,1.0647,9/17/97,1.0868
9/16/97,1.0928,,,,,,,3/19/97,105.01,9/16/97,1.0644,9/16/97,1.0865
9/15/97,1.0923,,,,,,,3/18/97,104.92,9/15/97,1.0642,9/15/97,1.0863
9/12/97,1.0921,,,,,,,3/17/97,105.27,9/12/97,1.0639,9/12/97,1.086
9/11/97,1.0918,,,,,,,3/14/97,105.64,9/11/97,1.0636,9/11/97,1.0857
9/10/97,1.0913,,,,,,,3/13/97,105.73,9/10/97,1.0633,9/10/97,1.0854
9/9/97,1.0911,,,,,,,3/12/97,105.73,9/9/97,1.063,9/9/97,1.0851
9/8/97,1.0911,,,,,,,3/11/97,105.74,9/8/97,1.0627,9/8/97,1.0848
9/5/97,1.0925,,,,,,,3/10/97,105.79,9/5/97,1.0624,9/5/97,1.0845
9/4/97,1.0921,,,,,,,3/7/97,106.01,9/4/97,1.0621,9/4/97,1.0842
9/3/97,1.0921,,,,,,,3/6/97,105.88,9/3/97,1.0618,9/3/97,1.0839
9/2/97,1.0918,,,,,,,3/5/97,105.89,9/2/97,1.0615,9/2/97,1.0836
9/1/97,1.0919,,,,,,,3/4/97,106,9/1/97,1.0612,9/1/97,1.0833
8/29/97,1.0913,,,,,,,3/3/97,105.74,8/29/97,1.0609,8/29/97,1.083
8/28/97,1.0912,,,,,,,2/28/97,105.49,8/28/97,1.0606,8/28/97,1.0827
8/27/97,1.093,,,,,,,2/27/97,105.41,8/27/97,1.0603,8/27/97,1.0824
8/26/97,1.0922,,,,,,,2/26/97,105.4,8/26/97,1.06,8/26/97,1.082
8/25/97,1.0915,,,,,,,2/25/97,105.23,8/25/97,1.0597,8/25/97,1.0816
8/22/97,1.0925,,,,,,,2/24/97,105.18,8/22/97,1.0594,8/22/97,1.0813
8/21/97,1.0885,,,,,,,2/21/97,105.53,8/21/97,1.0591,8/21/97,1.0809
8/20/97,1.0888,,,,,,,2/20/97,105.44,8/20/97,1.0588,8/20/97,1.0806
8/19/97,1.0891,,,,,,,2/19/97,105.78,8/19/97,1.0585,8/19/97,1.0803
8/18/97,1.09,,,,,,,2/18/97,105.75,8/18/97,1.0582,8/18/97,1.08
8/15/97,1.0874,,,,,,,2/14/97,105.56,8/15/97,1.0579,8/15/97,1.0796
8/14/97,1.086,,,,,,,2/13/97,105.64,8/14/97,1.0576,8/14/97,1.0793
8/13/97,1.0859,,,,,,,2/12/97,105.68,8/13/97,1.0573,8/13/97,1.0791
8/12/97,1.0854,,,,,,,2/11/97,105.42,8/12/97,1.057,8/12/97,1.0788
8/11/97,1.0855,,,,,,,2/10/97,105.13,8/11/97,1.0567,8/11/97,1.0785
8/8/97,1.0854,,,,,,,2/7/97,105.55,8/8/97,1.0564,8/8/97,1.0782
8/7/97,1.085,,,,,,,2/6/97,105.21,8/7/97,1.0561,8/7/97,1.0779
8/6/97,1.0841,,,,,,,2/5/97,105.13,8/6/97,1.0559,8/6/97,1.0777
8/5/97,1.084,,,,,,,2/4/97,105.12,8/5/97,1.0556,8/5/97,1.0774
8/4/97,1.0831,,,,,,,2/3/97,105.16,8/4/97,1.0553,8/4/97,1.0772
8/1/97,1.083,,,,,,,1/31/97,104.96,8/1/97,1.055,8/1/97,1.077
7/31/97,1.083,,,,,,,1/30/97,105,7/31/97,1.0547,7/31/97,1.0768
7/30/97,1.0829,,,,,,,1/29/97,105.12,7/30/97,1.0544,7/30/97,1.0765
7/29/97,1.0831,,,,,,,1/28/97,105.17,7/29/97,1.0542,7/29/97,1.0762
7/28/97,1.0823,,,,,,,1/27/97,105,7/28/97,1.0539,7/28/97,1.0759
7/25/97,1.082,,,,,,,1/24/97,104.78,7/25/97,1.0536,7/25/97,1.0756
7/24/97,1.0818,,,,,,,1/23/97,104.97,7/24/97,1.0533,7/24/97,1.0753
7/23/97,1.0821,,,,,,,1/22/97,104.85,7/23/97,1.053,7/23/97,1.0751
7/22/97,1.0811,,,,,,,1/21/97,104.58,7/22/97,1.0527,7/22/97,1.0748
7/21/97,1.0811,,,,,,,1/17/97,104.23,7/21/97,1.0525,7/21/97,1.0745
7/18/97,1.081,,,,,,,1/16/97,103.91,7/18/97,1.0522,7/18/97,1.0742
7/17/97,1.0808,,,,,,,1/15/97,103.94,7/17/97,1.0519,7/17/97,1.0739
7/16/97,1.0807,,,,,,,1/14/97,104.06,7/16/97,1.0516,7/16/97,1.0736
7/15/97,1.0804,,,,,,,1/13/97,103.89,7/15/97,1.0513,7/15/97,1.0733
7/14/97,1.08,,,,,,,1/10/97,103.75,7/14/97,1.051,7/14/97,1.0729
7/11/97,1.0801,,,,,,,1/9/97,103.62,7/11/97,1.0507,7/11/97,1.0726
7/10/97,1.0793,,,,,,,1/8/97,103.53,7/10/97,1.0504,7/10/97,1.0723
7/9/97,1.0789,,,,,,,1/7/97,103.33,7/9/97,1.0502,7/9/97,1.072
7/8/97,1.0791,,,,,,,1/6/97,103.39,7/8/97,1.0499,7/8/97,1.0717
7/7/97,1.0776,,,,,,,1/3/97,103.29,7/7/97,1.0496,7/7/97,1.0714
7/4/97,1.0775,,,,,,,1/2/97,102.91,7/4/97,1.0493,7/4/97,1.0711
7/3/97,1.0774,,,,,,,12/31/96,102.78,7/3/97,1.049,7/3/97,1.0708
7/2/97,1.0767,,,,,,,12/30/96,103.05,7/2/97,1.0487,7/2/97,1.0705
7/1/97,1.0766,,,,,,,12/27/96,102.89,7/1/97,1.0485,7/1/97,1.0702
6/30/97,1.0766,,,,,,,12/26/96,102.91,6/30/97,1.0482,6/30/97,1.0699
6/27/97,1.0768,,,,,,,12/24/96,102.72,6/27/97,1.0479,6/27/97,1.0696
6/26/97,1.0764,,,,,,,12/23/96,102.68,6/26/97,1.0476,6/26/97,1.0693
6/25/97,1.0765,,,,,,,12/20/96,102.6,6/25/97,1.0473,6/25/97,1.069
6/24/97,1.0766,,,,,,,12/19/96,102.58,6/24/97,1.047,6/24/97,1.0687
6/23/97,1.0764,,,,,,,12/18/96,102.53,6/23/97,1.0467,6/23/97,1.0684
6/20/97,1.0773,,,,,,,12/17/96,102.03,6/20/97,1.0465,6/20/97,1.068
6/19/97,1.0764,,,,,,,12/16/96,102.34,6/19/97,1.0462,6/19/97,1.0677
6/18/97,1.0747,,,,,,,12/13/96,102.23,6/18/97,1.0459,6/18/97,1.0673
6/17/97,1.0737,,,,,,,12/12/96,102.41,6/17/97,1.0456,6/17/97,1.067
6/16/97,1.0736,,,,,,,12/11/96,102.2,6/16/97,1.0453,6/16/97,1.0667
6/13/97,1.0746,,,,,,,12/10/96,102.58,6/13/97,1.0451,6/13/97,1.0664
6/12/97,1.0729,,,,,,,12/9/96,102.75,6/12/97,1.0448,6/12/97,1.0661
6/11/97,1.073,,,,,,,12/6/96,102.53,6/11/97,1.0445,6/11/97,1.0658
6/10/97,1.0726,,,,,,,12/5/96,102.6,6/10/97,1.0442,6/10/97,1.0655
6/9/97,1.0726,,,,,,,12/4/96,102.88,6/9/97,1.0439,6/9/97,1.0652
6/6/97,1.0726,,,,,,,12/3/96,103.07,6/6/97,1.0436,6/6/97,1.065
6/5/97,1.0724,,,,,,,12/2/96,102.59,6/5/97,1.0434,6/5/97,1.0647
6/4/97,1.0723,,,,,,,11/29/96,102.47,6/4/97,1.0431,6/4/97,1.0644
6/3/97,1.0711,,,,,,,11/27/96,102.33,6/3/97,1.0428,6/3/97,1.0642
6/2/97,1.0705,,,,,,,11/26/96,102.27,6/2/97,1.0425,6/2/97,1.064
5/30/97,1.0703,,,,,,,11/25/96,102.31,5/30/97,1.0422,5/30/97,1.0638
5/29/97,1.074,,,,,,,11/22/96,101.94,5/29/97,1.042,5/29/97,1.0636
5/28/97,1.0727,,,,,,,11/21/96,101.8,5/28/97,1.0417,5/28/97,1.0633
5/27/97,1.0725,,,,,,,11/20/96,101.76,5/27/97,1.0414,5/27/97,1.0631
5/26/97,1.0725,,,,,,,11/19/96,102.04,5/26/97,1.0411,5/26/97,1.0628
5/23/97,1.0726,,,,,,,11/18/96,101.98,5/23/97,1.0408,5/23/97,1.0625
5/22/97,1.0696,,,,,,,11/15/96,102.12,5/22/97,1.0405,5/22/97,1.0621
5/21/97,1.0685,,,,,,,11/14/96,102.05,5/21/97,1.0402,5/21/97,1.0618
5/20/97,1.0681,,,,,,,11/13/96,102.07,5/20/97,1.0399,5/20/97,1.0615
5/19/97,1.0674,,,,,,,11/12/96,101.86,5/19/97,1.0396,5/19/97,1.0612
5/16/97,1.0673,,,,,,,11/11/96,101.98,5/16/97,1.0394,5/16/97,1.0609
5/15/97,1.067,,,,,,,11/8/96,102.11,5/15/97,1.0391,5/15/97,1.0607
5/14/97,1.0679,,,,,,,11/7/96,102.21,5/14/97,1.0388,5/14/97,1.0604
5/13/97,1.0675,,,,,,,11/6/96,102.68,5/13/97,1.0385,5/13/97,1.0601
5/12/97,1.0667,,,,,,,11/5/96,102.74,5/12/97,1.0382,5/12/97,1.0597
5/9/97,1.0655,,,,,,,11/4/96,102.62,5/9/97,1.038,5/9/97,1.0594
5/8/97,1.0647,,,,,,,11/1/96,102.56,5/8/97,1.0377,5/8/97,1.0591
5/7/97,1.0649,,,,,,,10/31/96,102.66,5/7/97,1.0374,5/7/97,1.0589
5/6/97,1.0646,,,,,,,10/30/96,102.56,5/6/97,1.0371,5/6/97,1.0586
5/5/97,1.0643,,,,,,,10/29/96,102.54,5/5/97,1.0369,5/5/97,1.0583
5/2/97,1.0639,,,,,,,10/28/96,102.64,5/2/97,1.0366,5/2/97,1.058
5/1/97,1.0634,,,,,,,10/25/96,102.73,5/1/97,1.0363,5/1/97,1.0578
4/30/97,1.0635,,,,,,,10/24/96,102.83,4/30/97,1.036,4/30/97,1.0575
4/29/97,1.0628,,,,,,,10/23/96,102.76,4/29/97,1.0358,4/29/97,1.0572
4/28/97,1.0628,,,,,,,10/22/96,102.95,4/28/97,1.0355,4/28/97,1.0569
4/25/97,1.0627,,,,,,,10/21/96,103.04,4/25/97,1.0352,4/25/97,1.0567
4/24/97,1.0628,,,,,,,10/18/96,103.19,4/24/97,1.0349,4/24/97,1.0564
4/23/97,1.063,,,,,,,10/17/96,103.24,4/23/97,1.0347,4/23/97,1.0561
4/22/97,1.0621,,,,,,,10/16/96,103.12,4/22/97,1.0344,4/22/97,1.0558
4/21/97,1.0621,,,,,,,10/15/96,103.15,4/21/97,1.0341,4/21/97,1.0555
4/18/97,1.0614,,,,,,,10/14/96,102.89,4/18/97,1.0338,4/18/97,1.0552
4/17/97,1.0609,,,,,,,10/11/96,102.73,4/17/97,1.0335,4/17/97,1.0549
4/16/97,1.0611,,,,,,,10/10/96,102.79,4/16/97,1.0332,4/16/97,1.0546
4/15/97,1.0602,,,,,,,10/9/96,102.91,4/15/97,1.033,4/15/97,1.0543
4/14/97,1.0598,,,,,,,10/8/96,102.99,4/14/97,1.0327,4/14/97,1.054
4/11/97,1.0591,,,,,,,10/7/96,102.98,4/11/97,1.0324,4/11/97,1.0538
4/10/97,1.0589,,,,,,,10/4/96,103.12,4/10/97,1.0321,4/10/97,1.0535
4/9/97,1.0586,,,,,,,10/3/96,103.1,4/9/97,1.0319,4/9/97,1.0532
4/8/97,1.0584,,,,,,,10/2/96,103.11,4/8/97,1.0316,4/8/97,1.0529
4/7/97,1.0586,,,,,,,10/1/96,103.1,4/7/97,1.0313,4/7/97,1.0527
4/4/97,1.0581,,,,,,,9/30/96,103.16,4/4/97,1.0311,4/4/97,1.0524
4/3/97,1.06,,,,,,,9/27/96,103.07,4/3/97,1.0308,4/3/97,1.0521
4/2/97,1.0591,,,,,,,9/26/96,103.08,4/2/97,1.0305,4/2/97,1.0517
4/1/97,1.0585,,,,,,,9/25/96,102.88,4/1/97,1.0302,4/1/97,1.0514
3/31/97,1.0595,,,,,,,9/24/96,102.92,3/31/97,1.0299,3/31/97,1.0511
3/28/97,1.0585,,,,,,,9/23/96,102.94,3/28/97,1.0297,3/28/97,1.0508
3/27/97,1.0585,,,,,,,9/20/96,102.92,3/27/97,1.0294,3/27/97,1.0505
3/26/97,1.061,,,,,,,9/19/96,103.02,3/26/97,1.0291,3/26/97,1.0502
3/25/97,1.0607,,,,,,,9/18/96,102.93,3/25/97,1.0288,3/25/97,1.0498
3/24/97,1.0615,,,,,,,9/17/96,103.13,3/24/97,1.0285,3/24/97,1.0494
3/21/97,1.0614,,,,,,,9/13/96,103.06,3/21/97,1.0282,3/21/97,1.049
3/20/97,1.0597,,,,,,,9/12/96,103.12,3/20/97,1.0279,3/20/97,1.0486
3/19/97,1.06,,,,,,,9/11/96,103.15,3/19/97,1.0276,3/19/97,1.0482
3/18/97,1.0584,,,,,,,9/10/96,102.89,3/18/97,1.0273,3/18/97,1.0478
3/17/97,1.0561,,,,,,,9/9/96,102.74,3/17/97,1.027,3/17/97,1.0475
3/14/97,1.0551,,,,,,,9/6/96,102.87,3/14/97,1.0267,3/14/97,1.0472
3/13/97,1.0554,,,,,,,9/5/96,102.78,3/13/97,1.0264,3/13/97,1.0468
3/12/97,1.0534,,,,,,,9/4/96,102.84,3/12/97,1.0262,3/12/97,1.0465
3/11/97,1.0532,,,,,,,9/3/96,102.9,3/11/97,1.0259,3/11/97,1.0462
3/10/97,1.0527,,,,,,,8/30/96,102.84,3/10/97,1.0256,3/10/97,1.0459
3/7/97,1.0525,,,,,,,8/29/96,102.85,3/7/97,1.0253,3/7/97,1.0457
3/6/97,1.0527,,,,,,,8/28/96,102.81,3/6/97,1.0251,3/6/97,1.0454
3/5/97,1.0525,,,,,,,8/27/96,102.88,3/5/97,1.0248,3/5/97,1.0451
3/4/97,1.0515,,,,,,,8/26/96,102.92,3/4/97,1.0245,3/4/97,1.0448
3/3/97,1.0511,,,,,,,8/23/96,103.1,3/3/97,1.0242,3/3/97,1.0446
2/28/97,1.051,,,,,,,8/22/96,103.25,2/28/97,1.024,2/28/97,1.0443
2/27/97,1.0508,,,,,,,8/21/96,103.15,2/27/97,1.0237,2/27/97,1.0441
2/26/97,1.0513,,,,,,,8/20/96,103.29,2/26/97,1.0234,2/26/97,1.0438
2/25/97,1.0506,,,,,,,8/19/96,103.39,2/25/97,1.0231,2/25/97,1.0436
2/24/97,1.0502,,,,,,,8/16/96,103.51,2/24/97,1.0228,2/24/97,1.0434
2/21/97,1.0505,,,,,,,8/15/96,103.46,2/21/97,1.0226,2/21/97,1.0431
2/20/97,1.0501,,,,,,,8/14/96,103.51,2/20/97,1.0223,2/20/97,1.0429
2/19/97,1.0501,,,,,,,8/13/96,103.34,2/19/97,1.022,2/19/97,1.0426
2/18/97,1.0491,,,,,,,8/12/96,103.36,2/18/97,1.0218,2/18/97,1.0423
2/17/97,1.0487,,,,,,,8/9/96,103.48,2/17/97,1.0215,2/17/97,1.0421
2/14/97,1.0491,,,,,,,8/8/96,103.55,2/14/97,1.0212,2/14/97,1.0418
2/13/97,1.0486,,,,,,,8/7/96,103.55,2/13/97,1.0209,2/13/97,1.0415
2/12/97,1.0471,,,,,,,8/6/96,103.56,2/12/97,1.0207,2/12/97,1.0412
2/11/97,1.0466,,,,,,,8/5/96,103.68,2/11/97,1.0204,2/11/97,1.0409
2/10/97,1.0466,,,,,,,8/2/96,103.55,2/10/97,1.0201,2/10/97,1.0407
2/7/97,1.0476,,,,,,,8/1/96,103.38,2/7/97,1.0198,2/7/97,1.0404
2/6/97,1.0468,,,,,,,7/31/96,103.14,2/6/97,1.0196,2/6/97,1.0401
2/5/97,1.0466,,,,,,,7/30/96,104.58,2/5/97,1.0193,2/5/97,1.0398
2/4/97,1.0461,,,,,,,7/29/96,103.61,2/4/97,1.019,2/4/97,1.0395
2/3/97,1.0453,,,,,,,7/26/96,103.8,2/3/97,1.0188,2/3/97,1.0392
1/31/97,1.0456,,,,,,,7/25/96,103.74,1/31/97,1.0185,1/31/97,1.0389
1/30/97,1.0453,,,,,,,7/24/96,103.92,1/30/97,1.0182,1/30/97,1.0386
1/29/97,1.0452,,,,,,,7/23/96,103.95,1/29/97,1.0179,1/29/97,1.0383
1/28/97,1.0445,,,,,,,7/22/96,103.75,1/28/97,1.0177,1/28/97,1.0381
1/27/97,1.0434,,,,,,,7/19/96,103.99,1/27/97,1.0174,1/27/97,1.0378
1/24/97,1.0438,,,,,,,7/18/96,103.97,1/24/97,1.0171,1/24/97,1.0375
1/23/97,1.0434,,,,,,,7/17/96,104.1,1/23/97,1.0169,1/23/97,1.0372
1/22/97,1.0431,,,,,,,7/16/96,104.22,1/22/97,1.0166,1/22/97,1.0369
1/21/97,1.043,,,,,,,7/15/96,104.78,1/21/97,1.0163,1/21/97,1.0367
