Dates,BRL_FX_Spot,50d_200d_cross,CA,TB,rate,REER_discount,budget
6/27/14,2.1938,0,-3.33,712,10.809,0.029204834,-3.05
6/30/14,2.2143,0,-3.61,2365,10.843,0.024218939,-3.08
7/1/14,2.2019,0,-3.61,2365,10.8333,0.025934207,-3.08
7/2/14,2.2236,0,-3.61,2365,10.6894,0.0196176,-3.08
7/3/14,2.2106,0,-3.61,2365,10.7105,0.021036295,-3.08
7/4/14,2.2138,0,-3.61,2365,10.9202,0.021059074,-3.08
7/7/14,2.2249,0,-3.61,2365,10.8621,0.019678415,-3.08
7/8/14,2.2135,0,-3.61,2365,10.7476,0.022039373,-3.08
7/9/14,2.2128,0,-3.61,2365,10.5457,0.021212186,-3.08
7/10/14,2.2206,0,-3.61,2365,10.4505,0.017157436,-3.08
7/11/14,2.221,0,-3.61,2365,10.608,0.018170318,-3.08
7/14/14,2.2122,0,-3.61,2365,10.5118,0.021630534,-3.08
7/15/14,2.2191,0,-3.61,2365,10.4909,0.017863072,-3.08
7/16/14,2.2235,0,-3.61,2365,10.3872,0.019175247,-3.08
7/17/14,2.2582,0,-3.61,2365,10.4618,0.008908193,-3.08
7/18/14,2.2262,0,-3.61,2365,10.6393,0.015714592,-3.08
7/21/14,2.2211,0,-3.61,2365,10.7167,0.021228212,-3.08
7/22/14,2.2128,0,-3.61,2365,10.7,0.026692916,-3.08
7/23/14,2.2194,0,-3.61,2365,10.3137,0.0217926,-3.08
7/24/14,2.2217,0,-3.61,2365,10.2067,0.022553662,-3.08
7/25/14,2.2298,0,-3.61,2365,10.3363,0.01825343,-3.08
7/28/14,2.2224,0,-3.61,2365,10.4946,0.017907404,-3.08
7/29/14,2.2313,0,-3.61,2365,10.5395,0.019197436,-3.08
7/30/14,2.2457,0,-3.61,2365,10.361,0.009771658,-3.08
7/31/14,2.2636,0,-3.61,1574,10.3952,0.001858482,-3.08
8/1/14,2.2577,0,-3.61,1574,10.6337,0.005253294,-3.08
8/4/14,2.2584,0,-3.61,1574,10.6438,0.007942759,-3.08
8/5/14,2.2818,0,-3.61,1574,10.759,0.001589649,-3.08
8/6/14,2.273,0,-3.61,1574,10.6206,0.00359185,-3.08
8/7/14,2.2952,0,-3.61,1574,10.5838,-0.003035713,-3.08
8/8/14,2.2833,0,-3.61,1574,10.8032,-0.007422097,-3.08
8/11/14,2.2755,0,-3.61,1574,10.8399,0.001592571,-3.08
8/12/14,2.277,0,-3.61,1574,10.8229,0.002353287,-3.08
8/13/14,2.2816,0,-3.61,1574,10.6255,0.002871333,-3.08
8/14/14,2.2666,0,-3.61,1574,10.3338,0.002278871,-3.08
8/15/14,2.2601,0,-3.61,1574,10.5627,0.001133939,-3.08
8/18/14,2.2574,0,-3.61,1574,10.519,0.008122922,-3.08
8/19/14,2.2469,0,-3.61,1574,10.5355,0.010379734,-3.08
8/20/14,2.262,0,-3.61,1574,10.3512,0.012943592,-3.08
8/21/14,2.2687,0,-3.61,1574,10.3072,0.013139609,-3.08
8/22/14,2.2775,0,-3.61,1574,10.4748,0.005044174,-3.08
8/25/14,2.2885,0,-3.61,1574,10.491,0.004371869,-3.08
8/26/14,2.2617,0,-3.61,1574,10.4552,0.008235698,-3.08
8/27/14,2.2471,0,-3.61,1574,10.5707,0.013729294,-3.08
8/28/14,2.242,0,-3.61,1574,10.4276,0.017660626,-3.08
8/29/14,2.2359,0,-3.61,1574,10.3754,0.023476998,-3.08
9/1/14,2.2459,0,-3.61,1166,10.5668,0.023477045,-3.08
9/2/14,2.2436,0,-3.61,1166,10.5126,0.021139459,-3.08
9/3/14,2.2369,0,-3.61,1166,10.4416,0.028759161,-3.08
9/4/14,2.2429,0,-3.61,1166,10.1669,0.029727832,-3.08
9/5/14,2.2418,0,-3.61,1166,10.1456,0.027900203,-3.08
9/8/14,2.2675,0,-3.61,1166,10.5217,0.023029019,-3.08
9/9/14,2.2847,0,-3.61,1166,10.538,0.014299564,-3.08
9/10/14,2.2885,0,-3.61,1166,10.5705,0.007587153,-3.08
9/11/14,2.2977,0,-3.61,1166,10.3912,0.010365164,-3.08
9/12/14,2.339,0,-3.61,1166,10.375,-0.006582138,-3.08
9/15/14,2.3429,0,-3.61,1166,10.5996,-0.012302809,-3.08
9/16/14,2.3317,0,-3.61,1166,10.6324,-0.003848662,-3.08
9/17/14,2.3579,0,-3.61,1166,10.5419,-0.012777877,-3.08
9/18/14,2.3649,0,-3.61,1166,10.3161,-0.017219846,-3.08
9/19/14,2.3682,0,-3.61,1166,10.2114,-0.021505002,-3.08
9/22/14,2.3979,0,-3.61,1166,10.4955,-0.026056954,-3.08
9/23/14,2.412,0,-3.61,1166,10.3432,-0.035397406,-3.08
9/24/14,2.3833,0,-3.61,1166,10.3256,-0.031476748,-3.08
9/25/14,2.4278,0,-3.61,1166,10.2566,-0.036328533,-3.08
9/26/14,2.4201,0,-3.61,1166,10.336,-0.035474187,-3.08
9/29/14,2.4477,0,-3.61,1166,10.4319,-0.04300675,-3.08
9/30/14,2.4469,1,-3.81,-939,10.244,-0.043064976,-3.82
10/1/14,2.4811,1,-3.81,-939,10.1075,-0.053067942,-3.82
10/2/14,2.4949,1,-3.81,-939,10.2812,-0.059030661,-3.82
10/3/14,2.4584,1,-3.81,-939,10.4875,-0.054262573,-3.82
10/6/14,2.4262,1,-3.81,-939,10.6525,-0.025975394,-3.82
10/7/14,2.3966,1,-3.81,-939,10.6436,-0.019438952,-3.82
10/8/14,2.3774,1,-3.81,-939,10.3166,-0.031725724,-3.82
10/9/14,2.3985,1,-3.81,-939,10.2781,-0.02068637,-3.82
10/10/14,2.4291,1,-3.81,-939,10.4887,-0.025935429,-3.82
10/13/14,2.3943,1,-3.81,-939,10.2039,-0.025830394,-3.82
10/14/14,2.4003,1,-3.81,-939,10.3164,-0.020581116,-3.82
10/15/14,2.4576,1,-3.81,-939,10.3264,-0.04240418,-3.82
10/16/14,2.4727,1,-3.81,-939,10.2576,-0.054852193,-3.82
10/17/14,2.4354,1,-3.81,-939,10.4731,-0.036758298,-3.82
10/20/14,2.4643,1,-3.81,-939,10.5229,-0.045838929,-3.82
10/21/14,2.4833,1,-3.81,-939,10.5502,-0.051171199,-3.82
10/22/14,2.4871,1,-3.81,-939,10.1871,-0.051091992,-3.82
10/23/14,2.5,1,-3.81,-939,10.2502,-0.060896139,-3.82
10/24/14,2.4739,1,-3.81,-939,10.4704,-0.046975978,-3.82
10/27/14,2.5211,1,-3.81,-939,10.5646,-0.073246299,-3.82
10/28/14,2.461,1,-3.81,-939,10.8226,-0.051064176,-3.82
10/29/14,2.4619,1,-3.81,-939,10.6646,-0.035297933,-3.82
10/30/14,2.4026,1,-3.81,-939,10.9474,-0.018292867,-3.82
10/31/14,2.4778,1,-3.81,-1177,11.0137,-0.034767924,-3.82
11/3/14,2.4953,1,-3.81,-1177,11.2655,-0.047901196,-3.82
11/4/14,2.4956,1,-3.81,-1177,11.1446,-0.057106131,-3.82
11/5/14,2.5078,1,-3.81,-1177,11.1167,-0.05116183,-3.82
11/6/14,2.5699,1,-3.81,-1177,11.1402,-0.065905499,-3.82
11/7/14,2.5587,1,-3.81,-1177,11.4588,-0.072056363,-3.82
11/10/14,2.5522,1,-3.81,-1177,11.2581,-0.061182467,-3.82
11/11/14,2.5563,1,-3.81,-1177,11.2953,-0.061046237,-3.82
11/12/14,2.5682,1,-3.81,-1177,10.8369,-0.06271413,-3.82
11/13/14,2.5888,1,-3.81,-1177,10.8456,-0.07760846,-3.82
11/14/14,2.6017,1,-3.81,-1177,11.2619,-0.079458308,-3.82
11/17/14,2.6089,1,-3.81,-1177,11.3597,-0.078138614,-3.82
11/18/14,2.5828,1,-3.81,-1177,11.3557,-0.077217753,-3.82
11/19/14,2.5714,1,-3.81,-1177,11.1095,-0.069186349,-3.82
11/20/14,2.573,1,-3.81,-1177,11.1086,-0.067860103,-3.82
11/21/14,2.5158,1,-3.81,-1177,11.4692,-0.047743496,-3.82
11/24/14,2.5461,1,-3.81,-1177,11.3732,-0.056435103,-3.82
11/25/14,2.5301,1,-3.81,-1177,11.4518,-0.050518404,-3.82
11/26/14,2.5015,1,-3.81,-1177,11.4289,-0.040047614,-3.82
11/27/14,2.5311,1,-3.81,-1177,11.3312,-0.039917131,-3.82
11/28/14,2.5654,1,-3.81,-1177,11.5714,-0.060798896,-3.82
12/1/14,2.5607,1,-3.81,-2350,11.7163,-0.058262885,-3.82
12/2/14,2.5693,1,-3.81,-2350,11.9178,-0.05751379,-3.82
12/3/14,2.5532,1,-3.81,-2350,11.9169,-0.049158776,-3.82
12/4/14,2.5908,1,-3.81,-2350,11.6472,-0.059199104,-3.82
12/5/14,2.5885,1,-3.81,-2350,11.615,-0.06361508,-3.82
12/8/14,2.6004,1,-3.81,-2350,11.8565,-0.067156898,-3.82
12/9/14,2.596,1,-3.81,-2350,11.9727,-0.060977705,-3.82
12/10/14,2.6166,1,-3.81,-2350,11.8653,-0.068004829,-3.82
12/11/14,2.6523,1,-3.81,-2350,11.3314,-0.076258511,-3.82
12/12/14,2.6541,1,-3.81,-2350,11.282,-0.086760055,-3.82
12/15/14,2.6958,1,-3.81,-2350,11.7099,-0.09062807,-3.82
12/16/14,2.7387,1,-3.81,-2350,11.6531,-0.105466832,-3.82
12/17/14,2.7153,1,-3.81,-2350,11.3845,-0.089986435,-3.82
12/18/14,2.6628,1,-3.81,-2350,11.1531,-0.072293331,-3.82
12/19/14,2.6595,1,-3.81,-2350,10.7345,-0.072704763,-3.82
12/22/14,2.6651,1,-3.81,-2350,11.0634,-0.070520663,-3.82
12/23/14,2.6948,1,-3.81,-2350,11.4759,-0.083171871,-3.82
12/24/14,2.6958,1,-3.81,-2350,11.3776,-0.081299001,-3.82
12/25/14,2.6958,1,-3.81,-2350,11.1594,-0.081070016,-3.82
12/26/14,2.6692,1,-3.81,-2350,10.6977,-0.075225121,-3.82
12/29/14,2.7052,1,-3.81,-2350,10.6916,-0.078563433,-3.82
12/30/14,2.6576,1,-3.81,-2350,11.2019,-0.066220488,-3.82
12/31/14,2.6576,1,-4.3,293,10.9976,-0.062828477,-5.2
1/1/15,2.6576,1,-4.3,293,10.98,-0.062582642,-5.2
1/2/15,2.6942,1,-4.3,293,10.576,-0.070590595,-5.2
1/5/15,2.706,1,-4.3,293,10.8648,-0.076859231,-5.2
1/6/15,2.7008,1,-4.3,293,10.9205,-0.067566,-5.2
1/7/15,2.6829,1,-4.3,293,11.3619,-0.062498587,-5.2
1/8/15,2.6625,1,-4.3,293,11.4085,-0.051856818,-5.2
1/9/15,2.6329,1,-4.3,293,11.618,-0.042817617,-5.2
1/12/15,2.6737,1,-4.3,293,11.7696,-0.05057525,-5.2
1/13/15,2.6432,1,-4.3,293,11.5832,-0.037604811,-5.2
1/14/15,2.6164,1,-4.3,293,11.327,-0.029733758,-5.2
1/15/15,2.642,1,-4.3,293,10.9703,-0.034305797,-5.2
1/16/15,2.6223,1,-4.3,293,10.783,-0.028154937,-5.2
1/19/15,2.6509,1,-4.3,293,10.9794,-0.027916033,-5.2
1/20/15,2.6131,1,-4.3,293,11.0393,-0.023188628,-5.2
1/21/15,2.601,1,-4.3,293,11.3237,-0.017808105,-5.2
1/22/15,2.5746,1,-4.3,293,11.2733,-0.002326641,-5.2
1/23/15,2.5802,1,-4.3,293,11.3009,-0.004759615,-5.2
1/26/15,2.5836,1,-4.3,293,11.4459,-0.004748079,-5.2
1/27/15,2.5735,1,-4.3,293,11.4641,-0.00193744,-5.2
1/28/15,2.5766,1,-4.3,293,11.4447,-0.003202111,-5.2
1/29/15,2.6044,1,-4.3,293,11.3688,-0.010124047,-5.2
1/30/15,2.6829,1,-4.3,293,11.0555,-0.034903798,-5.2
2/2/15,2.7274,1,-4.3,-3174,11.5257,-0.044921666,-5.2
2/3/15,2.6951,1,-4.3,-3174,11.605,-0.046358279,-5.2
2/4/15,2.7417,1,-4.3,-3174,11.6794,-0.057498063,-5.2
2/5/15,2.7454,1,-4.3,-3174,11.8818,-0.055502641,-5.2
2/6/15,2.7819,1,-4.3,-3174,11.7778,-0.064475564,-5.2
2/9/15,2.771,1,-4.3,-3174,11.7929,-0.070497566,-5.2
2/10/15,2.8324,1,-4.3,-3174,11.7868,-0.083669533,-5.2
2/11/15,2.8679,1,-4.3,-3174,11.7804,-0.09402682,-5.2
2/12/15,2.8238,1,-4.3,-3174,11.8536,-0.082799967,-5.2
2/13/15,2.8347,1,-4.3,-3174,11.8965,-0.08517253,-5.2
2/16/15,2.8347,1,-4.3,-3174,11.9477,-0.084825239,-5.2
2/17/15,2.8347,1,-4.3,-3174,11.9132,-0.08111391,-5.2
2/18/15,2.839,1,-4.3,-3174,12.057,-0.084795727,-5.2
2/19/15,2.8669,1,-4.3,-3174,12.1001,-0.088558813,-5.2
2/20/15,2.8695,1,-4.3,-3174,11.9435,-0.09343896,-5.2
2/23/15,2.8786,1,-4.3,-3174,12.0081,-0.088427102,-5.2
2/24/15,2.8289,1,-4.3,-3174,11.9574,-0.080344432,-5.2
2/25/15,2.8691,1,-4.3,-3174,12.136,-0.087917698,-5.2
2/26/15,2.9059,1,-4.3,-3174,11.9545,-0.088903513,-5.2
2/27/15,2.8412,1,-4.3,-3174,11.9045,-0.082110733,-5.2
3/2/15,2.8954,1,-4.3,-2842,12.0037,-0.083901157,-5.2
3/3/15,2.9316,1,-4.3,-2842,11.8397,-0.093278059,-5.2
3/4/15,2.9798,1,-4.3,-2842,11.9093,-0.110368522,-5.2
3/5/15,3.003,1,-4.3,-2842,11.902,-0.114727624,-5.2
3/6/15,3.064,1,-4.3,-2842,12.1662,-0.127197723,-5.2
3/9/15,3.1224,1,-4.3,-2842,12.0727,-0.13742252,-5.2
3/10/15,3.1013,1,-4.3,-2842,12.1034,-0.139303182,-5.2
3/11/15,3.1264,1,-4.3,-2842,11.7981,-0.12488816,-5.2
3/12/15,3.166,1,-4.3,-2842,11.6557,-0.135952551,-5.2
3/13/15,3.2487,1,-4.3,-2842,11.3429,-0.165941809,-5.2
3/16/15,3.2457,1,-4.3,-2842,11.9036,-0.154430448,-5.2
3/17/15,3.2397,1,-4.3,-2842,11.7961,-0.168193325,-5.2
3/18/15,3.2107,1,-4.3,-2842,11.8226,-0.171566403,-5.2
3/19/15,3.2919,1,-4.3,-2842,11.7674,-0.178446673,-5.2
3/20/15,3.2308,1,-4.3,-2842,11.9737,-0.162892835,-5.2
3/23/15,3.1323,1,-4.3,-2842,11.9107,-0.15099518,-5.2
3/24/15,3.1395,1,-4.3,-2842,12.0294,-0.148071474,-5.2
3/25/15,3.201,1,-4.3,-2842,11.7287,-0.15161957,-5.2
3/26/15,3.1831,1,-4.3,-2842,11.5447,-0.15381355,-5.2
3/27/15,3.2497,1,-4.3,-2842,11.9826,-0.167311593,-5.2
3/30/15,3.2299,1,-4.3,-2842,12.0834,-0.170143049,-5.2
3/31/15,3.1967,1,-4.37,458,12.0474,-0.150919113,-6.56
4/1/15,3.1649,1,-4.37,458,12.1281,-0.142368538,-6.56
4/2/15,3.1229,1,-4.37,458,12.2661,-0.140429712,-6.56
4/3/15,3.1229,1,-4.37,458,12.4753,-0.138532384,-6.56
4/6/15,3.1261,1,-4.37,458,12.4143,-0.132524336,-6.56
4/7/15,3.1298,1,-4.37,458,12.5168,-0.132298397,-6.56
4/8/15,3.0494,1,-4.37,458,12.5656,-0.123773785,-6.56
4/9/15,3.0577,1,-4.37,458,12.262,-0.104149085,-6.56
4/10/15,3.0754,1,-4.37,458,12.1952,-0.114820055,-6.56
4/13/15,3.1213,1,-4.37,458,12.4045,-0.121650992,-6.56
4/14/15,3.0633,1,-4.37,458,12.577,-0.116185334,-6.56
4/15/15,3.0287,1,-4.37,458,12.6373,-0.105997322,-6.56
4/16/15,3.0205,1,-4.37,458,12.4415,-0.100365425,-6.56
4/17/15,3.0408,1,-4.37,458,12.3255,-0.113860139,-6.56
4/20/15,3.0325,1,-4.37,458,12.6513,-0.106000844,-6.56
4/21/15,3.0325,1,-4.37,458,12.4213,-0.102019412,-6.56
4/22/15,3.0108,1,-4.37,458,12.8172,-0.09072769,-6.56
4/23/15,2.9707,1,-4.37,458,12.5792,-0.085989854,-6.56
4/24/15,2.9513,1,-4.37,458,12.5119,-0.08207949,-6.56
4/27/15,2.917,1,-4.37,458,12.9865,-0.066115571,-6.56
4/28/15,2.9373,1,-4.37,458,13.0927,-0.065220252,-6.56
4/29/15,2.9613,1,-4.37,458,13.0286,-0.081985551,-6.56
4/30/15,3.0145,1,-4.37,491,13.0198,-0.10046177,-6.56
5/1/15,3.0145,1,-4.37,491,13.2079,-0.100173177,-6.56
5/4/15,3.0865,1,-4.37,491,13.2315,-0.116023032,-6.56
5/5/15,3.0562,1,-4.37,491,13.2439,-0.113144492,-6.56
5/6/15,3.0347,1,-4.37,491,12.7783,-0.114503379,-6.56
5/7/15,3.0258,1,-4.37,491,12.8645,-0.107917441,-6.56
5/8/15,2.9746,1,-4.37,491,13.1692,-0.08952176,-6.56
5/11/15,3.0622,1,-4.37,491,13.1266,-0.103615483,-6.56
5/12/15,3.0197,1,-4.37,491,13.0694,-0.100660298,-6.56
5/13/15,3.0395,1,-4.37,491,12.832,-0.10313706,-6.56
5/14/15,2.9942,1,-4.37,491,12.8648,-0.096654461,-6.56
5/15/15,2.9969,1,-4.37,491,13.3804,-0.091729139,-6.56
5/18/15,3.0056,1,-4.37,491,13.1867,-0.098540383,-6.56
5/19/15,3.0381,1,-4.37,491,13.2771,-0.093733472,-6.56
5/20/15,3.0026,1,-4.37,491,12.9827,-0.09643865,-6.56
5/21/15,3.0382,1,-4.37,491,12.9856,-0.100542886,-6.56
5/22/15,3.0942,1,-4.37,491,13.322,-0.106392796,-6.56
5/25/15,3.0973,1,-4.37,491,13.1353,-0.106180921,-6.56
5/26/15,3.1535,1,-4.37,491,13.1702,-0.122014055,-6.56
5/27/15,3.1397,1,-4.37,491,13.0535,-0.127353302,-6.56
5/28/15,3.1628,1,-4.37,491,13.2355,-0.130202486,-6.56
5/29/15,3.1787,1,-4.37,491,13.6071,-0.131420045,-6.56
6/1/15,3.1684,1,-4.37,2761,13.7552,-0.122808825,-6.56
6/2/15,3.1323,1,-4.37,2761,13.5419,-0.120426595,-6.56
6/3/15,3.1336,1,-4.37,2761,13.3374,-0.114272359,-6.56
6/4/15,3.1336,1,-4.37,2761,13.4813,-0.122029607,-6.56
6/5/15,3.1424,1,-4.37,2761,13.6879,-0.122428122,-6.56
6/8/15,3.1124,1,-4.37,2761,13.8196,-0.110672701,-6.56
6/9/15,3.097,1,-4.37,2761,13.8036,-0.105662127,-6.56
6/10/15,3.1181,1,-4.37,2761,13.5428,-0.109665506,-6.56
6/11/15,3.09,1,-4.37,2761,13.4789,-0.118609544,-6.56
6/12/15,3.1197,1,-4.37,2761,13.9211,-0.10809398,-6.56
6/15/15,3.1269,1,-4.37,2761,13.7222,-0.105684728,-6.56
6/16/15,3.0889,1,-4.37,2761,13.7679,-0.107619584,-6.56
6/17/15,3.0566,1,-4.37,2761,13.3728,-0.103006777,-6.56
6/18/15,3.0602,1,-4.37,2761,13.4915,-0.092500106,-6.56
6/19/15,3.0978,1,-4.37,2761,13.7724,-0.104750313,-6.56
6/22/15,3.0803,1,-4.37,2761,13.7469,-0.10323517,-6.56
6/23/15,3.0754,1,-4.37,2761,13.741,-0.101005778,-6.56
6/24/15,3.0984,1,-4.37,2761,13.4536,-0.098910123,-6.56
6/25/15,3.1275,1,-4.37,2761,13.5232,-0.105425729,-6.56
6/26/15,3.1293,1,-4.37,2761,13.8555,-0.106872785,-6.56
6/29/15,3.1177,1,-4.37,2761,13.984,-0.111013651,-6.56
6/30/15,3.103,1,-4.19,4527,14.1649,-0.101839538,-7.53
7/1/15,3.1492,1,-4.19,4527,13.7797,-0.103467231,-7.53
7/2/15,3.0967,1,-4.19,4527,13.5522,-0.099654628,-7.53
7/3/15,3.1343,1,-4.19,4527,13.7526,-0.099469928,-7.53
7/6/15,3.1378,1,-4.19,4527,13.6297,-0.107197759,-7.53
7/7/15,3.1862,1,-4.19,4527,13.6473,-0.115743089,-7.53
7/8/15,3.2353,1,-4.19,4527,13.4128,-0.128802217,-7.53
7/9/15,3.2203,1,-4.19,4527,13.3551,-0.123157826,-7.53
7/10/15,3.1602,1,-4.19,4527,13.74,-0.11676828,-7.53
7/13/15,3.1338,1,-4.19,4527,13.8919,-0.103238342,-7.53
7/14/15,3.1401,1,-4.19,4527,13.9559,-0.09497663,-7.53
7/15/15,3.14,1,-4.19,4527,13.6063,-0.102265801,-7.53
7/16/15,3.1565,1,-4.19,4527,13.5214,-0.094858722,-7.53
7/17/15,3.1881,1,-4.19,4527,13.6815,-0.109684591,-7.53
7/20/15,3.196,1,-4.19,4527,13.7508,-0.114098435,-7.53
7/21/15,3.1718,1,-4.19,4527,13.7573,-0.105317004,-7.53
7/22/15,3.2229,1,-4.19,4527,13.3846,-0.117481428,-7.53
7/23/15,3.2857,1,-4.19,4527,13.1895,-0.135290788,-7.53
7/24/15,3.3551,1,-4.19,4527,13.7323,-0.146632904,-7.53
7/27/15,3.3638,1,-4.19,4527,13.7625,-0.154289166,-7.53
7/28/15,3.3568,1,-4.19,4527,13.5987,-0.163260785,-7.53
7/29/15,3.3311,1,-4.19,4527,13.689,-0.146565318,-7.53
7/30/15,3.3718,1,-4.19,4527,13.2468,-0.152811507,-7.53
7/31/15,3.4214,1,-4.19,2386,13.2056,-0.165399496,-7.53
8/3/15,3.4511,1,-4.19,2386,13.7088,-0.171862009,-7.53
8/4/15,3.471,1,-4.19,2386,13.4287,-0.179284584,-7.53
8/5/15,3.4854,1,-4.19,2386,13.1088,-0.178994069,-7.53
8/6/15,3.5356,1,-4.19,2386,12.953,-0.197868904,-7.53
8/7/15,3.5072,1,-4.19,2386,13.4485,-0.188935399,-7.53
8/10/15,3.4376,1,-4.19,2386,13.2799,-0.177130724,-7.53
8/11/15,3.4743,1,-4.19,2386,13.5816,-0.181684051,-7.53
8/12/15,3.4808,1,-4.19,2386,13.4365,-0.174021417,-7.53
8/13/15,3.5192,1,-4.19,2386,13.6059,-0.182284119,-7.53
8/14/15,3.4827,1,-4.19,2386,13.692,-0.169311817,-7.53
8/17/15,3.4808,1,-4.19,2386,13.5354,-0.169688173,-7.53
8/18/15,3.4674,1,-4.19,2386,13.5672,-0.164801222,-7.53
8/19/15,3.4924,1,-4.19,2386,13.4022,-0.174976179,-7.53
8/20/15,3.4587,1,-4.19,2386,13.1888,-0.167325362,-7.53
8/21/15,3.4998,1,-4.19,2386,13.7706,-0.174559829,-7.53
8/24/15,3.5528,1,-4.19,2386,13.7626,-0.191082822,-7.53
8/25/15,3.6169,1,-4.19,2386,13.8388,-0.186439158,-7.53
8/26/15,3.5964,1,-4.19,2386,13.0687,-0.204870422,-7.53
8/27/15,3.5537,1,-4.19,2386,13.1374,-0.183967631,-7.53
8/28/15,3.5815,1,-4.19,2386,13.7497,-0.193917692,-7.53
8/31/15,3.6205,1,-4.19,2689,13.8245,-0.203414054,-7.53
9/1/15,3.6987,1,-4.19,2689,14.3882,-0.210435277,-7.53
9/2/15,3.7611,1,-4.19,2689,14.1636,-0.224201439,-7.53
9/3/15,3.7403,1,-4.19,2689,13.5186,-0.22642901,-7.53
9/4/15,3.8434,1,-4.19,2689,13.5331,-0.235957697,-7.53
9/7/15,3.8434,1,-4.19,2689,13.3,-0.235517633,-7.53
9/8/15,3.8208,1,-4.19,2689,13.555,-0.233939512,-7.53
9/9/15,3.7801,1,-4.19,2689,13.6893,-0.230079983,-7.53
9/10/15,3.8496,1,-4.19,2689,14.0083,-0.244702441,-7.53
9/11/15,3.8708,1,-4.19,2689,13.6774,-0.249054901,-7.53
9/14/15,3.8154,1,-4.19,2689,13.6942,-0.241619366,-7.53
9/15/15,3.8622,1,-4.19,2689,14.0809,-0.244551464,-7.53
9/16/15,3.8298,1,-4.19,2689,13.7777,-0.238068776,-7.53
9/17/15,3.8977,1,-4.19,2689,13.6633,-0.250571996,-7.53
9/18/15,3.9454,1,-4.19,2689,13.4107,-0.257125325,-7.53
9/21/15,3.9851,1,-4.19,2689,14.1284,-0.265508465,-7.53
9/22/15,4.0503,1,-4.19,2689,13.9056,-0.273073818,-7.53
9/23/15,4.1783,1,-4.19,2689,14.1381,-0.281642924,-7.53
9/24/15,3.9507,1,-4.19,2689,12.6007,-0.291628649,-7.53
9/25/15,3.9755,1,-4.19,2689,14.265,-0.252382919,-7.53
9/28/15,4.1096,1,-4.19,2689,15.216,-0.260832428,-7.53
9/29/15,4.062,1,-4.19,2689,13.8374,-0.278106243,-7.53
9/30/15,3.9475,1,-3.88,2944,13.2373,-0.25119526,-8.79
10/1/15,4.0095,1,-3.88,2944,14.5815,-0.261147078,-8.79
10/2/15,3.933,1,-3.88,2944,14.142,-0.255298321,-8.79
10/5/15,3.9114,1,-3.88,2944,14.3513,-0.241372502,-8.79
10/6/15,3.8526,1,-3.88,2944,14.0142,-0.229750174,-8.79
10/7/15,3.8862,1,-3.88,2944,14.0441,-0.225297577,-8.79
10/8/15,3.7853,1,-3.88,2944,13.3762,-0.228670536,-8.79
10/9/15,3.7633,1,-3.88,2944,14.1005,-0.212967164,-8.79
10/12/15,3.7633,1,-3.88,2944,13.77,-0.212591008,-8.79
10/13/15,3.8934,1,-3.88,2944,13.625,-0.229976623,-8.79
10/14/15,3.8126,1,-3.88,2944,13.6048,-0.233476109,-8.79
10/15/15,3.7994,1,-3.88,2944,13.7446,-0.234232602,-8.79
10/16/15,3.9236,1,-3.88,2944,15.2487,-0.233727247,-8.79
10/19/15,3.8863,1,-3.88,2944,14.1,-0.241752698,-8.79
10/20/15,3.9053,1,-3.88,2944,14.18,-0.238357051,-8.79
10/21/15,3.9404,1,-3.88,2944,14.105,-0.245294045,-8.79
10/22/15,3.9064,1,-3.88,2944,13.9523,-0.237168574,-8.79
10/23/15,3.8763,1,-3.88,2944,14.0955,-0.230091093,-8.79
10/26/15,3.9072,1,-3.88,2944,13.82,-0.227374672,-8.79
10/27/15,3.8886,1,-3.88,2944,14.05,-0.230045425,-8.79
10/28/15,3.9061,1,-3.88,2944,13.53,-0.22169104,-8.79
10/29/15,3.8487,1,-3.88,2944,13.0046,-0.224789725,-8.79
10/30/15,3.8558,1,-3.88,2944,13.2249,-0.216913333,-8.79
11/2/15,3.8558,1,-3.88,1995,13.06,-0.216993905,-8.79
11/3/15,3.7691,1,-3.88,1995,13.24,-0.195883183,-8.79
11/4/15,3.7998,1,-3.88,1995,12.8112,-0.200780433,-8.79
11/5/15,3.78,1,-3.88,1995,12.3384,-0.196298084,-8.79
11/6/15,3.7688,1,-3.88,1995,12.77,-0.196970649,-8.79
11/9/15,3.7993,1,-3.88,1995,12.86,-0.190212793,-8.79
11/10/15,3.7478,1,-3.88,1995,12.88,-0.191544332,-8.79
11/11/15,3.761,1,-3.88,1995,12.9683,-0.191163949,-8.79
11/12/15,3.7711,1,-3.88,1995,12.8868,-0.190107654,-8.79
11/13/15,3.8494,1,-3.88,1995,12.86,-0.193667969,-8.79
11/16/15,3.8198,1,-3.88,1995,12.73,-0.197768153,-8.79
11/17/15,3.8139,1,-3.88,1995,12.88,-0.188232446,-8.79
11/18/15,3.7648,1,-3.88,1995,12.6388,-0.183332075,-8.79
11/19/15,3.7179,1,-3.88,1995,12.5798,-0.175178569,-8.79
11/20/15,3.7058,1,-3.88,1995,12.785,-0.165896037,-8.79
11/23/15,3.7323,1,-3.88,1995,13,-0.165915263,-8.79
11/24/15,3.6992,1,-3.88,1995,12.6201,-0.164593956,-8.79
11/25/15,3.7456,1,-3.88,1995,12.6932,-0.174318584,-8.79
11/26/15,3.7435,1,-3.88,1995,12.3511,-0.173973422,-8.79
